preferred_name,formula,molecular_weight,amine_class_label,amine_class,amine_detail,amine_substituents,amine_substituent_profile,amine_substituent_count,fluorinated_amine,fluorinated_substituent_count,amine_fluorination_level,unsaturated_amine,cyclic_amine_or_substituent,ring_name,precursor_family,semiconductor_process_roles,semiconductor_relevance_basis,gwp100_ar6,gwp100_ar6_status,gwp100_ar6_source,pfas_flag,persistence_screen,reactive_groups,reactivity_flags,phase_25C_1atm,supply_class,tm_C,tb_C,tc_C,pc_MPa,pvap_25C_kPa,pvap_25C_status,pvap_40C_kPa,pvap_40C_status,pvap_60C_kPa,pvap_60C_status,kinetics_coverage,data_quality,review_required,identity_status,candidate_source,generation_rule,structure_status,candidate_id
generated_tertiary_amine_cyclopropyl_cyclopropyl_trifluoromethyl,C7H11F3N,166.166,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; cyclopropyl; trifluoromethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,17.659080000000017,164.86580000000004,346.42232,3.907589,0.227296195,value_available,0.567524303,value_available,1.6911235,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,b0397f0d-263f-58b0-bd35-0ed961f934e5
generated_tertiary_amine_cyclopropyl_cyclopropyl_trifluoroethyl,C8H13F3N,180.19299999999998,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; cyclopropyl; trifluoroethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,yes,likely_persistent,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,37.016340000000014,183.10090000000002,367.74336000000005,3.7883595,0.113306115,value_available,0.289894304,value_available,0.889348431,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,6882b789-982b-563f-bf6e-0e35a84c812b
generated_tertiary_amine_cyclopropyl_fluoromethyl_fluoromethyl,C5H11F2N,123.14600000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; fluoromethyl; fluoromethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-47.208519999999965,104.93980000000005,277.03192,4.273259,2.569634947,value_available,5.907663057,value_available,15.952571975000001,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,cc01e9b9-3a58-5433-9c16-d5b7f03e3ece
generated_tertiary_amine_cyclopropyl_fluoromethyl_difluoromethyl,C5H10F3N,141.136,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; fluoromethyl; difluoromethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-16.882319999999993,132.32680000000005,308.37672,4.120344,0.8207815110000001,value_available,1.962075423,value_available,5.5507164620000005,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,1b70189c-cf9f-59f4-80f8-cf4263509578
generated_tertiary_amine_cyclopropyl_fluoromethyl_fluoroethyl,C6H13F2N,137.173,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; fluoromethyl; fluoroethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-27.851259999999968,123.17490000000004,298.35296000000005,4.1540295,1.205677136,value_available,2.840333584,value_available,7.896338274,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,594c3d39-f57c-5ac8-8353-5674f61bedd6
generated_tertiary_amine_cyclopropyl_fluoromethyl_difluoroethyl,C6H12F3N,155.163,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; fluoromethyl; difluoroethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,2.4749400000000037,150.56190000000004,329.69776,4.0011145,0.396863506,value_available,0.972127736,value_available,2.831379482,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,e713ee45-9b79-5240-9857-83f017471efb
generated_tertiary_amine_cyclopropyl_fluoromethyl_trifluoromethyl,C5H9F4N,159.126,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; fluoromethyl; trifluoromethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,13.443880000000036,159.71380000000005,339.72152000000006,3.967429,0.273238039,value_available,0.679161625,value_available,2.012912211,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,7693895a-2c01-5fb5-bfc8-3028befa85eb
generated_tertiary_amine_cyclopropyl_fluoromethyl_trifluoroethyl,C6H11F4N,173.15300000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; fluoromethyl; trifluoroethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,yes,likely_persistent,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,heated_source_required,32.80114000000003,177.94890000000004,361.04256,3.8481995,0.13542467300000002,value_available,0.34492431399999995,value_available,1.052487401,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,622c27e0-36f7-5c2d-84e2-30c6bb3b8797
generated_tertiary_amine_cyclopropyl_difluoromethyl_difluoromethyl,C5H9F4N,159.126,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; difluoromethyl; difluoromethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,13.443880000000036,159.71380000000005,339.72152000000006,3.967429,0.273238039,value_available,0.679161625,value_available,2.012912211,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,85e64205-ac25-5410-8f15-b24cd5230e74
generated_tertiary_amine_cyclopropyl_difluoromethyl_fluoroethyl,C6H12F3N,155.163,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; difluoromethyl; fluoroethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,2.4749400000000037,150.56190000000004,329.69776,4.0011145,0.396863506,value_available,0.972127736,value_available,2.831379482,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,951b90c2-bda6-5274-8f69-8869a6a7c63d
generated_tertiary_amine_cyclopropyl_difluoromethyl_difluoroethyl,C6H11F4N,173.15300000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; difluoromethyl; difluoroethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,heated_source_required,32.80114000000003,177.94890000000004,361.04256,3.8481995,0.13542467300000002,value_available,0.34492431399999995,value_available,1.052487401,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,62ff8fb2-0231-5a1d-b0e3-07d2ecb93798
generated_tertiary_amine_cyclopropyl_difluoromethyl_trifluoromethyl,C5H8F5N,177.116,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; difluoromethyl; trifluoromethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,43.77008000000001,187.10080000000005,371.06632,3.814514,0.094103671,value_available,0.243210538,value_available,0.755183401,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,3b947fe5-48f7-51cb-a46a-723a36cc0732
generated_tertiary_amine_cyclopropyl_difluoromethyl_trifluoroethyl,C6H10F5N,191.14300000000003,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; difluoromethyl; trifluoroethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,yes,likely_persistent,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,63.127340000000004,205.33590000000004,392.38736000000006,3.6952845,0.047611761,value_available,0.126091006,value_available,0.403083997,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,d4221f78-a6e7-5f70-bff5-1ed4411874b0
generated_tertiary_amine_cyclopropyl_fluoroethyl_fluoroethyl,C7H15F2N,151.20000000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; fluoroethyl; fluoroethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-8.493999999999971,141.41000000000003,319.674,4.0348,0.578156357,value_available,1.39565368,value_available,3.9946199040000003,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,38231719-1c3a-597c-b55b-8e682fadf0a8
generated_tertiary_amine_cyclopropyl_fluoroethyl_difluoroethyl,C7H14F3N,169.19,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; fluoroethyl; difluoroethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,21.8322,168.79700000000003,351.01880000000006,3.881885,0.195364799,value_available,0.49036845,value_available,1.470410742,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,a5efe454-d9a6-55ec-94bf-1888785da3a9
generated_tertiary_amine_cyclopropyl_fluoroethyl_trifluoromethyl,C6H11F4N,173.15300000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; fluoroethyl; trifluoromethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,heated_source_required,32.80114000000003,177.94890000000004,361.04256,3.8481995,0.13542467300000002,value_available,0.34492431399999995,value_available,1.052487401,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,a78de085-06f5-5f00-b518-1f904622baae
generated_tertiary_amine_cyclopropyl_fluoroethyl_trifluoroethyl,C7H13F4N,187.18,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; fluoroethyl; trifluoroethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,yes,likely_persistent,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,52.15840000000003,196.18400000000003,382.3636,3.72897,0.06813284400000001,value_available,0.177818347,value_available,0.558613036,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,0cef3670-6d97-582c-a5b0-de2655de2fee
generated_tertiary_amine_cyclopropyl_difluoroethyl_difluoroethyl,C7H13F4N,187.18,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; difluoroethyl; difluoroethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,52.15840000000003,196.18400000000003,382.3636,3.72897,0.06813284400000001,value_available,0.177818347,value_available,0.558613036,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,e69521d6-7798-5921-a861-f37818e84805
generated_tertiary_amine_cyclopropyl_difluoroethyl_trifluoromethyl,C6H10F5N,191.14300000000003,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; difluoroethyl; trifluoromethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,63.127340000000004,205.33590000000004,392.38736000000006,3.6952845,0.047611761,value_available,0.126091006,value_available,0.403083997,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,adaac49d-dd03-50c3-9e8a-7a4317dfae0f
generated_tertiary_amine_cyclopropyl_trifluoromethyl_trifluoromethyl,C5H7F6N,195.106,tertiary_amine,tertiary,fluorinated_tertiary_amine,cyclopropyl; trifluoromethyl; trifluoromethyl,fluorinated_alkyl+cyclic_alkyl,3,yes,2,multiple_fluorinated_substituents,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,74.09628000000004,214.48780000000005,402.41112,3.661599,0.033337902999999995,value_available,0.08958967300000001,value_available,0.29143811399999997,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,83a1fe72-5e58-5169-ac27-456b0024bfa1
generated_tertiary_amine_fluoromethyl_fluoromethyl_fluoromethyl,C3H9F3N,116.10600000000001,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; fluoromethyl; fluoromethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-51.423719999999975,99.7878,270.33112000000006,4.333099,3.164484919,value_available,7.242474879,value_available,19.451935845,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,14d646fe-d80d-582b-b2a6-9327f6d22db4
generated_tertiary_amine_fluoromethyl_fluoromethyl_difluoromethyl,C3H8F4N,134.096,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; fluoromethyl; difluoromethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-21.097519999999975,127.1748,301.67592,4.180184,0.998725099,value_available,2.376696776,value_available,6.687564109,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,6866858d-1931-597b-ad16-89ef8370fb3a
generated_tertiary_amine_fluoromethyl_fluoromethyl_fluoroethyl,C4H11F3N,130.133,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; fluoromethyl; fluoroethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-32.06645999999998,118.02290000000005,291.65216,4.2138695,1.472106808,value_available,3.4523699270000003,value_available,9.546288531,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,e51fee0c-defb-5e86-89fd-0cd51bb6beb6
generated_tertiary_amine_fluoromethyl_fluoromethyl_difluoroethyl,C4H10F4N,148.12300000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; fluoromethyl; difluoroethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-1.740259999999978,145.40990000000005,322.99696000000006,4.0609545,0.47947689200000004,value_available,1.169201948,value_available,3.387077332,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,436d01c3-907d-5a06-b537-31b9f3c5bc89
generated_tertiary_amine_fluoromethyl_fluoromethyl_trifluoromethyl,C3H7F5N,152.08600000000004,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; fluoromethyl; trifluoromethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,9.228679999999997,154.5618,333.02072,4.027269,0.329177606,value_available,0.814520352,value_available,2.4011233560000003,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,f2b45f5e-b55f-505f-a96c-1fe9172dc5a1
generated_tertiary_amine_fluoromethyl_fluoromethyl_trifluoroethyl,C4H9F5N,166.113,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; fluoromethyl; trifluoroethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,yes,likely_persistent,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,heated_source_required,28.58594000000005,172.79690000000005,354.34176,3.9080395,0.162175803,value_available,0.41119871799999996,value_available,1.247974421,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,56ecd00c-1395-57c2-b5c9-c4a78134e8b0
generated_tertiary_amine_fluoromethyl_fluoromethyl_pentafluoroethyl,C4H7F7N,202.09300000000005,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; fluoromethyl; pentafluoroethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,yes,likely_persistent,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,89.23834000000005,227.5709,417.03136000000006,3.6022095,0.020269144,value_available,0.055563397,value_available,0.185088495,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,c5913ba3-adc6-553f-bc2b-16a25f1a6069
generated_tertiary_amine_fluoromethyl_difluoromethyl_difluoromethyl,C3H7F5N,152.08600000000004,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; difluoromethyl; difluoromethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,9.228679999999997,154.5618,333.02072,4.027269,0.329177606,value_available,0.814520352,value_available,2.4011233560000003,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,6d83b3c4-a64b-5c8e-99fa-9e3de2c3ce9e
generated_tertiary_amine_fluoromethyl_difluoromethyl_fluoroethyl,C4H10F4N,148.12300000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; difluoromethyl; fluoroethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-1.740259999999978,145.40990000000005,322.99696000000006,4.0609545,0.47947689200000004,value_available,1.169201948,value_available,3.387077332,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,6ba84be1-f043-5420-a94f-4ea681dc2609
generated_tertiary_amine_fluoromethyl_difluoromethyl_difluoroethyl,C4H9F5N,166.113,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; difluoromethyl; difluoroethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,heated_source_required,28.58594000000005,172.79690000000005,354.34176,3.9080395,0.162175803,value_available,0.41119871799999996,value_available,1.247974421,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,760c6a76-e5ce-57c8-8aa7-c96816a5eecd
generated_tertiary_amine_fluoromethyl_difluoromethyl_trifluoromethyl,C3H6F6N,170.07600000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; difluoromethyl; trifluoromethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,39.554880000000026,181.9488,364.36552000000006,3.874354,0.11242281800000001,value_available,0.28924773699999995,value_available,0.893307235,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,ca783997-b03f-57aa-84d1-a373672c6dd9
generated_tertiary_amine_fluoromethyl_difluoromethyl_trifluoroethyl,C4H8F6N,184.10299999999998,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; difluoromethyl; trifluoroethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,yes,likely_persistent,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,58.91214000000002,200.18390000000005,385.68656,3.7551245,0.056591275,value_available,0.149196632,value_available,0.474385387,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,c375f461-ebdd-57cd-9e81-18c2f5143cf7
generated_tertiary_amine_fluoromethyl_fluoroethyl_fluoroethyl,C5H13F3N,144.15999999999997,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; fluoroethyl; fluoroethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-12.709199999999953,136.25800000000004,312.9732,4.09464,0.700617447,value_available,1.683654548,value_available,4.793046255,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,e37bdcbf-4914-5eba-b3fa-ec738f563abc
generated_tertiary_amine_fluoromethyl_fluoroethyl_difluoroethyl,C5H12F4N,162.15,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; fluoroethyl; difluoroethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,17.61700000000002,163.64500000000004,344.318,3.941725,0.234547607,value_available,0.586066492,value_available,1.7479293459999998,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,15df85c5-765d-588a-bd2f-f78eaa9ec395
generated_tertiary_amine_fluoromethyl_fluoroethyl_trifluoromethyl,C4H9F5N,166.113,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; fluoroethyl; trifluoromethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,heated_source_required,28.58594000000005,172.79690000000005,354.34176,3.9080395,0.162175803,value_available,0.41119871799999996,value_available,1.247974421,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,daafcdf6-c113-5ee1-8557-df760a9c5010
generated_tertiary_amine_fluoromethyl_fluoroethyl_trifluoroethyl,C5H11F5N,180.14000000000001,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; fluoroethyl; trifluoroethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,yes,likely_persistent,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,47.94320000000005,191.03200000000004,375.66280000000006,3.78881,0.081155963,value_available,0.210853185,value_available,0.658833233,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,f4f2db51-30f3-507b-af7c-0c9c44702894
generated_tertiary_amine_fluoromethyl_difluoroethyl_difluoroethyl,C5H11F5N,180.14000000000001,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; difluoroethyl; difluoroethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,47.94320000000005,191.03200000000004,375.66280000000006,3.78881,0.081155963,value_available,0.210853185,value_available,0.658833233,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,13d1f61e-4d72-5ce9-9be0-eb706c56a9b8
generated_tertiary_amine_fluoromethyl_difluoroethyl_trifluoromethyl,C4H8F6N,184.10299999999998,tertiary_amine,tertiary,fluorinated_tertiary_amine,fluoromethyl; difluoroethyl; trifluoromethyl,fluorinated_alkyl,3,yes,3,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,58.91214000000002,200.18390000000005,385.68656,3.7551245,0.056591275,value_available,0.149196632,value_available,0.474385387,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,8abf5dd2-d477-584c-b00e-3a454a3b227f
